År;Region;Ålder;­ 8 veckor;9 ­ 11 veckor;12 veckor eller mer
2012;Stockholm;­19 år;965;222;100
2012;Stockholm;20­24 år;2051;373;156
2012;Stockholm;25­29 år;1769;256;119
2012;Stockholm;30­34 år;1453;218;117
2012;Stockholm;35­39 år;1144;188;113
2012;Stockholm;40+ år;601;92;73
2012;Uppsala;­19 år;138;30;8
2012;Uppsala;20­24 år;285;56;18
2012;Uppsala;25­29 år;245;48;8
2012;Uppsala;30­34 år;171;20;5
2012;Uppsala;35­39 år;115;19;7
2012;Uppsala;40+ år;78;18;­­
2012;Södermanland;­19 år;151;32;16
2012;Södermanland;20­24 år;267;42;17
2012;Södermanland;25­29 år;200;22;12
2012;Södermanland;30­34 år;153;19;9
2012;Södermanland;35­39 år;102;11;10
2012;Södermanland;40+ år;53;10;5
2012;Östergötland;­19 år;151;37;15
2012;Östergötland;20­24 år;340;61;25
2012;Östergötland;25­29 år;265;38;29
2012;Östergötland;30­34 år;238;24;14
2012;Östergötland;35­39 år;184;13;10
2012;Östergötland;40+ år;86;8;7
2012;Jönköping;­19 år;112;20;12
2012;Jönköping;20­24 år;197;41;20
2012;Jönköping;25­29 år;154;20;11
2012;Jönköping;30­34 år;109;16;13
2012;Jönköping;35­39 år;89;15;7
2012;Jönköping;40+ år;60;9;3
2012;Kronoberg;­19 år;56;22;6
2012;Kronoberg;20­24 år;95;22;6
2012;Kronoberg;25­29 år;80;14;8
2012;Kronoberg;30­34 år;61;18;7
2012;Kronoberg;35­39 år;52;8;6
2012;Kronoberg;40+ år;26;7;6
2012;Kalmar;­19 år;94;18;12
2012;Kalmar;20­24 år;176;25;11
2012;Kalmar;25­29 år;99;13;7
2012;Kalmar;30­34 år;68;17;6
2012;Kalmar;35­39 år;50;10;6
2012;Kalmar;40+ år;41;7;1
2012;Gotland;­19 år;32;8;2
2012;Gotland;20­24 år;76;9;5
2012;Gotland;25­29 år;26;1;3
2012;Gotland;30­34 år;29;2;­­
2012;Gotland;35­39 år;25;4;3
2012;Gotland;40+ år;15;­­;1
2012;Blekinge;­19 år;42;13;11
2012;Blekinge;20­24 år;88;20;13
2012;Blekinge;25­29 år;68;10;8
2012;Blekinge;30­34 år;46;10;3
2012;Blekinge;35­39 år;43;6;1
2012;Blekinge;40+ år;16;3;3
2012;Skåne;­19 år;369;140;63
2012;Skåne;20­24 år;924;220;95
2012;Skåne;25­29 år;769;165;93
2012;Skåne;30­34 år;584;106;68
2012;Skåne;35­39 år;429;89;45
2012;Skåne;40+ år;235;35;21
2012;Halland;­19 år;97;21;13
2012;Halland;20­24 år;227;37;14
2012;Halland;25­29 år;128;14;8
2012;Halland;30­34 år;106;20;12
2012;Halland;35­39 år;116;20;13
2012;Halland;40+ år;42;8;8
2012;Västra Götaland;­19 år;614;159;65
2012;Västra Götaland;20­24 år;1345;240;91
2012;Västra Götaland;25­29 år;1071;159;70
2012;Västra Götaland;30­34 år;806;124;70
2012;Västra Götaland;35­39 år;623;94;57
2012;Västra Götaland;40+ år;323;54;21
2012;Värmland;­19 år;138;37;19
2012;Värmland;20­24 år;238;35;24
2012;Värmland;25­29 år;159;43;6
2012;Värmland;30­34 år;137;27;7
2012;Värmland;35­39 år;92;24;9
2012;Värmland;40+ år;48;8;7
2012;Örebro;­19 år;100;17;11
2012;Örebro;20­24 år;251;25;22
2012;Örebro;25­29 år;197;24;20
2012;Örebro;30­34 år;156;14;18
2012;Örebro;35­39 år;91;13;11
2012;Örebro;40+ år;52;4;3
2012;Västmanland;­19 år;116;17;13
2012;Västmanland;20­24 år;250;38;15
2012;Västmanland;25­29 år;197;25;11
2012;Västmanland;30­34 år;121;24;6
2012;Västmanland;35­39 år;118;11;14
2012;Västmanland;40+ år;54;2;5
2012;Dalarna;­19 år;117;33;11
2012;Dalarna;20­24 år;257;50;10
2012;Dalarna;25­29 år;171;26;18
2012;Dalarna;30­34 år;116;17;9
2012;Dalarna;35­39 år;78;18;15
2012;Dalarna;40+ år;47;3;3
2012;Gävleborg;­19 år;188;19;11
2012;Gävleborg;20­24 år;283;48;17
2012;Gävleborg;25­29 år;180;29;8
2012;Gävleborg;30­34 år;155;17;9
2012;Gävleborg;35­39 år;117;18;7
2012;Gävleborg;40+ år;51;13;8
2012;Västernorrland;­19 år;120;23;7
2012;Västernorrland;20­24 år;242;29;23
2012;Västernorrland;25­29 år;175;22;8
2012;Västernorrland;30­34 år;117;11;5
2012;Västernorrland;35­39 år;84;14;14
2012;Västernorrland;40+ år;53;8;6
2012;Jämtland;­19 år;55;12;4
2012;Jämtland;20­24 år;136;23;6
2012;Jämtland;25­29 år;82;9;­­
2012;Jämtland;30­34 år;64;5;2
2012;Jämtland;35­39 år;39;8;2
2012;Jämtland;40+ år;25;4;2
2012;Västerbotten;­19 år;109;18;10
2012;Västerbotten;20­24 år;216;41;15
2012;Västerbotten;25­29 år;140;24;15
2012;Västerbotten;30­34 år;103;20;15
2012;Västerbotten;35­39 år;75;8;14
2012;Västerbotten;40+ år;31;5;4
2012;Norrbotten;­19 år;112;15;7
2012;Norrbotten;20­24 år;236;29;10
2012;Norrbotten;25­29 år;133;24;11
2012;Norrbotten;30­34 år;117;14;7
2012;Norrbotten;35­39 år;89;10;3
2012;Norrbotten;40+ år;51;1;2
2011;Stockholm;­19 år;1115;254;93
2011;Stockholm;20­24 år;1957;412;129
2011;Stockholm;25­29 år;1677;268;112
2011;Stockholm;30­34 år;1506;240;118
2011;Stockholm;35­39 år;1262;205;118
2011;Stockholm;40+ år;681;81;64
2011;Uppsala;­19 år;125;40;16
2011;Uppsala;20­24 år;300;67;18
2011;Uppsala;25­29 år;239;28;13
2011;Uppsala;30­34 år;156;29;9
2011;Uppsala;35­39 år;136;23;3
2011;Uppsala;40+ år;80;10;1
2011;Södermanland;­19 år;163;27;12
2011;Södermanland;20­24 år;265;37;19
2011;Södermanland;25­29 år;173;12;7
2011;Södermanland;30­34 år;136;18;10
2011;Södermanland;35­39 år;114;12;7
2011;Södermanland;40+ år;64;6;3
2011;Östergötland;­19 år;174;24;21
2011;Östergötland;20­24 år;341;74;29
2011;Östergötland;25­29 år;268;41;18
2011;Östergötland;30­34 år;192;32;21
2011;Östergötland;35­39 år;175;25;15
2011;Östergötland;40+ år;80;14;10
2011;Jönköping;­19 år;113;26;13
2011;Jönköping;20­24 år;220;42;25
2011;Jönköping;25­29 år;160;16;15
2011;Jönköping;30­34 år;123;15;8
2011;Jönköping;35­39 år;112;12;4
2011;Jönköping;40+ år;56;6;3
2011;Kronoberg;­19 år;57;15;9
2011;Kronoberg;20­24 år;107;21;5
2011;Kronoberg;25­29 år;84;8;8
2011;Kronoberg;30­34 år;73;11;6
2011;Kronoberg;35­39 år;49;17;2
2011;Kronoberg;40+ år;29;10;5
2011;Kalmar;­19 år;116;29;14
2011;Kalmar;20­24 år;169;15;19
2011;Kalmar;25­29 år;111;16;9
2011;Kalmar;30­34 år;79;8;7
2011;Kalmar;35­39 år;50;11;6
2011;Kalmar;40+ år;37;5;1
2011;Gotland;­19 år;43;7;4
2011;Gotland;20­24 år;82;20;12
2011;Gotland;25­29 år;32;4;­­
2011;Gotland;30­34 år;51;1;1
2011;Gotland;35­39 år;25;1;1
2011;Gotland;40+ år;19;1;1
2011;Blekinge;­19 år;50;12;5
2011;Blekinge;20­24 år;103;29;8
2011;Blekinge;25­29 år;63;14;6
2011;Blekinge;30­34 år;49;9;2
2011;Blekinge;35­39 år;52;15;2
2011;Blekinge;40+ år;27;7;1
2011;Skåne;­19 år;453;152;66
2011;Skåne;20­24 år;938;245;96
2011;Skåne;25­29 år;711;173;61
2011;Skåne;30­34 år;645;118;58
2011;Skåne;35­39 år;507;116;70
2011;Skåne;40+ år;215;45;33
2011;Halland;­19 år;130;32;13
2011;Halland;20­24 år;226;40;10
2011;Halland;25­29 år;130;12;12
2011;Halland;30­34 år;116;9;4
2011;Halland;35­39 år;107;16;5
2011;Halland;40+ år;68;8;5
2011;Västra Götaland;­19 år;683;157;58
2011;Västra Götaland;20­24 år;1396;220;91
2011;Västra Götaland;25­29 år;1041;140;73
2011;Västra Götaland;30­34 år;723;108;57
2011;Västra Götaland;35­39 år;641;98;49
2011;Västra Götaland;40+ år;297;48;32
2011;Värmland;­19 år;123;37;14
2011;Värmland;20­24 år;232;43;17
2011;Värmland;25­29 år;172;27;7
2011;Värmland;30­34 år;124;14;6
2011;Värmland;35­39 år;105;13;4
2011;Värmland;40+ år;66;9;7
2011;Örebro;­19 år;115;18;12
2011;Örebro;20­24 år;284;39;21
2011;Örebro;25­29 år;179;28;10
2011;Örebro;30­34 år;159;14;14
2011;Örebro;35­39 år;99;9;17
2011;Örebro;40+ år;65;4;4
2011;Västmanland;­19 år;101;18;12
2011;Västmanland;20­24 år;154;47;6
2011;Västmanland;25­29 år;121;28;9
2011;Västmanland;30­34 år;80;19;7
2011;Västmanland;35­39 år;70;12;6
2011;Västmanland;40+ år;42;11;3
2011;Dalarna;­19 år;128;40;10
2011;Dalarna;20­24 år;247;60;21
2011;Dalarna;25­29 år;132;21;17
2011;Dalarna;30­34 år;119;29;13
2011;Dalarna;35­39 år;106;24;7
2011;Dalarna;40+ år;51;9;4
2011;Gävleborg;­19 år;139;34;10
2011;Gävleborg;20­24 år;212;48;11
2011;Gävleborg;25­29 år;172;22;13
2011;Gävleborg;30­34 år;96;26;4
2011;Gävleborg;35­39 år;106;17;4
2011;Gävleborg;40+ år;57;7;4
2011;Västernorrland;­19 år;124;11;15
2011;Västernorrland;20­24 år;195;38;13
2011;Västernorrland;25­29 år;150;17;11
2011;Västernorrland;30­34 år;116;10;11
2011;Västernorrland;35­39 år;99;6;5
2011;Västernorrland;40+ år;49;4;4
2011;Jämtland;­19 år;77;18;6
2011;Jämtland;20­24 år;113;21;14
2011;Jämtland;25­29 år;79;13;10
2011;Jämtland;30­34 år;56;10;2
2011;Jämtland;35­39 år;43;12;5
2011;Jämtland;40+ år;30;4;1
2011;Västerbotten;­19 år;136;28;13
2011;Västerbotten;20­24 år;219;43;15
2011;Västerbotten;25­29 år;140;15;11
2011;Västerbotten;30­34 år;105;20;12
2011;Västerbotten;35­39 år;74;13;12
2011;Västerbotten;40+ år;40;4;4
2011;Norrbotten;­19 år;130;25;14
2011;Norrbotten;20­24 år;221;44;17
2011;Norrbotten;25­29 år;144;22;12
2011;Norrbotten;30­34 år;117;22;6
2011;Norrbotten;35­39 år;89;18;5
2011;Norrbotten;40+ år;51;6;4
2010;Stockholm;­19 år;1120;298;105
2010;Stockholm;20­24 år;1918;402;132
2010;Stockholm;25­29 år;1745;307;100
2010;Stockholm;30­34 år;1494;270;118
2010;Stockholm;35­39 år;1219;224;125
2010;Stockholm;40+ år;625;105;55
2010;Uppsala;­19 år;139;42;16
2010;Uppsala;20­24 år;300;66;22
2010;Uppsala;25­29 år;205;36;13
2010;Uppsala;30­34 år;180;26;12
2010;Uppsala;35­39 år;132;24;9
2010;Uppsala;40+ år;60;11;5
2010;Södermanland;­19 år;172;35;12
2010;Södermanland;20­24 år;261;24;12
2010;Södermanland;25­29 år;180;20;11
2010;Södermanland;30­34 år;133;16;7
2010;Södermanland;35­39 år;122;13;2
2010;Södermanland;40+ år;53;9;6
2010;Östergötland;­19 år;198;45;13
2010;Östergötland;20­24 år;329;46;25
2010;Östergötland;25­29 år;248;24;23
2010;Östergötland;30­34 år;181;26;13
2010;Östergötland;35­39 år;160;22;21
2010;Östergötland;40+ år;92;15;7
2010;Jönköping;­19 år;153;27;7
2010;Jönköping;20­24 år;222;32;18
2010;Jönköping;25­29 år;132;12;19
2010;Jönköping;30­34 år;111;18;11
2010;Jönköping;35­39 år;113;16;10
2010;Jönköping;40+ år;53;5;3
2010;Kronoberg;­19 år;70;16;4
2010;Kronoberg;20­24 år;118;29;6
2010;Kronoberg;25­29 år;76;13;13
2010;Kronoberg;30­34 år;60;9;5
2010;Kronoberg;35­39 år;50;8;2
2010;Kronoberg;40+ år;27;3;1
2010;Kalmar;­19 år;100;19;13
2010;Kalmar;20­24 år;156;24;12
2010;Kalmar;25­29 år;98;17;5
2010;Kalmar;30­34 år;90;5;6
2010;Kalmar;35­39 år;72;17;7
2010;Kalmar;40+ år;28;2;1
2010;Gotland;­19 år;52;9;3
2010;Gotland;20­24 år;59;15;4
2010;Gotland;25­29 år;31;3;2
2010;Gotland;30­34 år;25;5;1
2010;Gotland;35­39 år;16;4;3
2010;Gotland;40+ år;10;1;2
2010;Blekinge;­19 år;47;20;4
2010;Blekinge;20­24 år;81;29;6
2010;Blekinge;25­29 år;64;18;2
2010;Blekinge;30­34 år;53;6;4
2010;Blekinge;35­39 år;40;7;1
2010;Blekinge;40+ år;23;7;1
2010;Skåne;­19 år;538;163;57
2010;Skåne;20­24 år;948;246;112
2010;Skåne;25­29 år;746;164;63
2010;Skåne;30­34 år;587;124;69
2010;Skåne;35­39 år;470;104;60
2010;Skåne;40+ år;227;43;21
2010;Halland;­19 år;152;34;8
2010;Halland;20­24 år;197;29;18
2010;Halland;25­29 år;104;17;10
2010;Halland;30­34 år;100;17;11
2010;Halland;35­39 år;105;11;11
2010;Halland;40+ år;59;8;6
2010;Västra Götaland;­19 år;755;172;78
2010;Västra Götaland;20­24 år;1324;229;85
2010;Västra Götaland;25­29 år;999;162;64
2010;Västra Götaland;30­34 år;783;111;68
2010;Västra Götaland;35­39 år;623;89;54
2010;Västra Götaland;40+ år;298;54;24
2010;Värmland;­19 år;158;54;18
2010;Värmland;20­24 år;210;42;18
2010;Värmland;25­29 år;152;31;14
2010;Värmland;30­34 år;119;16;7
2010;Värmland;35­39 år;117;22;9
2010;Värmland;40+ år;56;8;5
2010;Örebro;­19 år;140;24;16
2010;Örebro;20­24 år;262;38;11
2010;Örebro;25­29 år;189;27;13
2010;Örebro;30­34 år;133;22;11
2010;Örebro;35­39 år;106;15;8
2010;Örebro;40+ år;69;7;9
2010;Västmanland;­19 år;119;23;8
2010;Västmanland;20­24 år;204;38;8
2010;Västmanland;25­29 år;124;24;16
2010;Västmanland;30­34 år;79;27;9
2010;Västmanland;35­39 år;84;5;7
2010;Västmanland;40+ år;44;10;2
2010;Dalarna;­19 år;145;60;15
2010;Dalarna;20­24 år;204;53;11
2010;Dalarna;25­29 år;159;21;4
2010;Dalarna;30­34 år;127;20;13
2010;Dalarna;35­39 år;98;22;9
2010;Dalarna;40+ år;42;7;3
2010;Gävleborg;­19 år;144;32;14
2010;Gävleborg;20­24 år;223;54;18
2010;Gävleborg;25­29 år;130;19;5
2010;Gävleborg;30­34 år;102;26;9
2010;Gävleborg;35­39 år;95;24;6
2010;Gävleborg;40+ år;47;10;­­
2010;Västernorrland;­19 år;144;26;9
2010;Västernorrland;20­24 år;182;41;26
2010;Västernorrland;25­29 år;126;17;11
2010;Västernorrland;30­34 år;112;12;5
2010;Västernorrland;35­39 år;105;15;9
2010;Västernorrland;40+ år;40;7;4
2010;Jämtland;­19 år;58;18;9
2010;Jämtland;20­24 år;100;23;9
2010;Jämtland;25­29 år;89;10;6
2010;Jämtland;30­34 år;66;8;3
2010;Jämtland;35­39 år;58;8;5
2010;Jämtland;40+ år;23;4;2
2010;Västerbotten;­19 år;131;32;10
2010;Västerbotten;20­24 år;212;38;8
2010;Västerbotten;25­29 år;148;17;11
2010;Västerbotten;30­34 år;92;10;7
2010;Västerbotten;35­39 år;75;9;3
2010;Västerbotten;40+ år;46;6;5
2010;Norrbotten;­19 år;156;25;12
2010;Norrbotten;20­24 år;238;34;12
2010;Norrbotten;25­29 år;130;18;8
2010;Norrbotten;30­34 år;131;16;10
2010;Norrbotten;35­39 år;89;16;4
2010;Norrbotten;40+ år;56;6;4
2009;Stockholm;­19 år;1181;319;100
2009;Stockholm;20­24 år;1779;386;132
2009;Stockholm;25­29 år;1659;319;87
2009;Stockholm;30­34 år;1446;276;118
2009;Stockholm;35­39 år;1203;229;111
2009;Stockholm;40+ år;605;92;49
2009;Uppsala;­19 år;153;55;18
2009;Uppsala;20­24 år;282;45;15
2009;Uppsala;25­29 år;182;35;7
2009;Uppsala;30­34 år;149;23;8
2009;Uppsala;35­39 år;130;30;12
2009;Uppsala;40+ år;66;20;1
2009;Södermanland;­19 år;183;34;11
2009;Södermanland;20­24 år;245;32;13
2009;Södermanland;25­29 år;162;25;12
2009;Södermanland;30­34 år;131;14;8
2009;Södermanland;35­39 år;113;9;5
2009;Södermanland;40+ år;50;7;2
2009;Östergötland;­19 år;226;40;27
2009;Östergötland;20­24 år;326;66;26
2009;Östergötland;25­29 år;226;32;20
2009;Östergötland;30­34 år;204;30;19
2009;Östergötland;35­39 år;178;23;12
2009;Östergötland;40+ år;88;11;8
2009;Jönköping;­19 år;173;29;11
2009;Jönköping;20­24 år;194;39;13
2009;Jönköping;25­29 år;158;13;11
2009;Jönköping;30­34 år;127;19;11
2009;Jönköping;35­39 år;114;10;14
2009;Jönköping;40+ år;63;6;4
2009;Kronoberg;­19 år;75;17;5
2009;Kronoberg;20­24 år;105;18;11
2009;Kronoberg;25­29 år;77;14;14
2009;Kronoberg;30­34 år;66;8;12
2009;Kronoberg;35­39 år;66;8;5
2009;Kronoberg;40+ år;28;­­;2
2009;Kalmar;­19 år;123;13;12
2009;Kalmar;20­24 år;147;22;7
2009;Kalmar;25­29 år;96;12;7
2009;Kalmar;30­34 år;80;8;5
2009;Kalmar;35­39 år;66;10;3
2009;Kalmar;40+ år;42;1;3
2009;Gotland;­19 år;54;11;7
2009;Gotland;20­24 år;50;12;­­
2009;Gotland;25­29 år;32;6;­­
2009;Gotland;30­34 år;20;6;2
2009;Gotland;35­39 år;25;2;1
2009;Gotland;40+ år;12;2;­­
2009;Blekinge;­19 år;49;20;4
2009;Blekinge;20­24 år;69;20;7
2009;Blekinge;25­29 år;72;12;3
2009;Blekinge;30­34 år;56;11;1
2009;Blekinge;35­39 år;32;10;1
2009;Blekinge;40+ år;14;3;­­
2009;Skåne;­19 år;581;211;78
2009;Skåne;20­24 år;1032;220;84
2009;Skåne;25­29 år;755;157;59
2009;Skåne;30­34 år;560;133;59
2009;Skåne;35­39 år;460;106;41
2009;Skåne;40+ år;213;52;27
2009;Halland;­19 år;162;45;21
2009;Halland;20­24 år;176;45;12
2009;Halland;25­29 år;134;17;4
2009;Halland;30­34 år;104;19;8
2009;Halland;35­39 år;106;11;8
2009;Halland;40+ år;49;8;5
2009;Västra Götaland;­19 år;864;206;83
2009;Västra Götaland;20­24 år;1261;284;87
2009;Västra Götaland;25­29 år;947;168;65
2009;Västra Götaland;30­34 år;689;137;68
2009;Västra Götaland;35­39 år;522;106;61
2009;Västra Götaland;40+ år;309;43;25
2009;Värmland;­19 år;144;41;8
2009;Värmland;20­24 år;236;46;21
2009;Värmland;25­29 år;147;19;15
2009;Värmland;30­34 år;139;17;10
2009;Värmland;35­39 år;115;21;14
2009;Värmland;40+ år;66;12;2
2009;Örebro;­19 år;165;22;13
2009;Örebro;20­24 år;241;41;15
2009;Örebro;25­29 år;198;29;10
2009;Örebro;30­34 år;119;15;8
2009;Örebro;35­39 år;109;27;9
2009;Örebro;40+ år;60;12;8
